Tipo de Incidencia,Clave de incidencia,ID de la incidencia,Resumen,Parent summary,Prioridad,Estado,Sprint de ejecución,Tipo de prueba,Atributo,Nivel de prueba,Tag0,Tag1,Tag2,Etapa de la prueba,Ambiente,Reportado,Fecha Reporte,Versión de corrección 1,Desarrollador,Sprint última regresión,En qué versión fue corregido?,Estrategia de ejecución
Test Case,NGA-T12896,NGA-E11221,Verify Changing FTE schedule type from Percentage to Time per week without any issues in Portal,NGA-14111,Happy Path,Pass,May/19/2025 - Jun/01/2025,Functional,AbsenceTracker,System,Just In Case,,Medium,,DEV2,Wara Rojas,19/05/2025,0,Rani Patha,,,Needs Review
Test Case,NGA-T12897,NGA-E11222,Verify Changing FTE schedule type from Percentage to Time per week without any issues using W Record.,NGA-14111,Normal,Pass,May/19/2025 - Jun/01/2025,Functional,AbsenceTracker,System,Just In Case,,Medium,,DEV2,Nicole Gagneux,20/05/2025,0,Rani Patha,,,Automation Planned
Test Case,NGA-T12898,NGA-E11223,Verify Changing FTE schedule type from Percentage to Time per week without any issues in ESS,NGA-14111,Normal,Pass,May/19/2025 - Jun/01/2025,Functional,AbsenceTracker,System,Just In Case,,Medium,,DEV2,Wara Rojas,20/05/2025,0,Rani Patha,,,Automation Not Planned
Test Case,NGA-T12899,NGA-E11224,Verify Changing FTE schedule type from Percentage to Time per week without any issues using API,NGA-14111,Normal,Pass,May/19/2025 - Jun/01/2025,Functional,AbsenceTracker,System,Just In Case,,Medium,,DEV2,Rani Patha,20/05/2025,0,Rani Patha,,,Automation Not Planned
Test Case,NGA-T12901,NGA-E11179,Massachusetts Domestic Violence Leave Law Policy update,NGA-14005,Normal,Pass,May/12/2025 - May/25/2025,Regression,AbsenceTracker,System,Config Wizards,Firefox,Medium,,DEV3,Rani Patha,16/05/2025,0,Paolo Calderon,,,Automation Not Planned
Test Case,NGA-T12902,NGA-E11180,Washington Domestic Violence Leave Policy update,NGA-14005,Normal,Pass,May/12/2025 - May/25/2025,Regression,AbsenceTracker,System,Config Wizards,Firefox,Medium,,DEV3,Rani Patha,16/05/2025,0,Paolo Calderon,,,Automation Not Planned
Test Case,NGA-T12903,NGA-E11184,New York Domestic Violence Leave Policy update,NGA-14005,Normal,Pass,May/19/2025 - Jun/01/2025,Regression,AbsenceTracker,System,Config Wizards,Firefox,Medium,,DEV3,Rani Patha,19/05/2025,0,Paolo Calderon,,,Automation Not Planned
Test Case,NGA-T12904,NGA-E11188,"District of Columbia Employment Protections for Victims of Domestic Violence, Sexual Offenses, and Stalking Amendment Act of 2018 Policy update",NGA-14005,Normal,Pass,May/19/2025 - Jun/01/2025,Functional,AbsenceTracker,System,Config Wizards,Firefox,Medium,,DEV3,Mirtza Aguirre,19/05/2025,0,Paolo Calderon,,,Needs Review
Test Case,NGA-T12905,NGA-E11182,ATP: Case Conversion: No Policy is Added When Policy is Disabled,NGA-12506,Normal,Pass,May/12/2025 - May/25/2025,Regression,AbsenceTracker,System,Absengers,,Medium,,DEV4,Mirtza Aguirre,16/05/2025,0,Daniela Medina,,,Needs Review
Test Case,NGA-T12906,NGA-E11183,"ATP: Case Conversion: Paid Policy is Created without base weekly wage when ""Wage Replacement"" Features is Disabled",NGA-12506,Normal,Pass,May/12/2025 - May/25/2025,Regression,AbsenceTracker,System,Absengers,,Medium,,DEV4,Mirtza Aguirre,16/05/2025,0,Daniela Medina,,,Needs Review
Test Case,NGA-T12906,NGA-E12188,"ATP: Case Conversion: Paid Policy is Created without base weekly wage when ""Wage Replacement"" Features is Disabled",NGA-12506,Normal,Pass,Aug/04/2025 - Aug/17/2025,Regression,AbsenceTracker,System,Absengers,,Medium,,DEV4,Mirtza Aguirre,5/8/2025,0,Daniela Medina,,,Needs Review
Test Case,NGA-T12908,NGA-E11186,Verify that if user is auto logged out during case creation the case should be created - ESS,NGA-10855,High,Pass,May/19/2025 - Jun/01/2025,Regression,AbsenceTracker,System,Smooth Operators,,High,,DEV2,Rani Patha,19/05/2025,0,Mirtza Aguirre,,,Automation Not Planned
Test Case,NGA-T12909,NGA-E11187,Verify that if user is auto logged out during case creation the case should be created - API,"NGA-10855,NGA-14827",High,Fail,May/19/2025 - Jun/01/2025,Regression,AbsenceTracker,System,Smooth Operators,,High,,DEV2,Paolo Calderon,19/05/2025,0,Mirtza Aguirre,,,Automation Planned
Test Case,NGA-T12909,NGA-E11220,Verify that if user is auto logged out during case creation the case should be created - API,"NGA-10855,NGA-14827",High,Not Executed,May/19/2025 - Jun/01/2025,Regression,AbsenceTracker,System,Smooth Operators,,High,,,Paolo Calderon,19/05/2025,0,Mirtza Aguirre,,,Automated
Test Case,NGA-T12910,NGA-E11226,New York Paid Family Leave Policy update,NGA-13475,Normal,Pass,May/19/2025 - Jun/01/2025,Regression,AbsenceTracker,System,Config Wizards,Firefox,Medium,,DEV3,Paolo Calderon,20/05/2025,0,Paolo Calderon,,,Automation Planned
Test Case,NGA-T12911,NGA-E11225,Signature merge token is correctly displayed when the comm has work restriction merge token,NGA-14391,Normal,Pass,May/19/2025 - Jun/01/2025,Regression,AbsenceTracker,System,Smooth Operators,,High,,DEV2,Mirtza Aguirre,20/05/2025,0,Mirtza Aguirre,,,Needs Review
Test Case,NGA-T12912,NGA-E11227,Signature merge token is correctly displayed when the comm does not have work restriction merge token,NGA-14391,Normal,Pass,May/19/2025 - Jun/01/2025,Regression,AbsenceTracker,System,Smooth Operators,,High,,DEV2,Mirtza Aguirre,20/05/2025,0,Mirtza Aguirre,,,Needs Review
Test Case,NGA-T12913,NGA-E11231,New York Domestic Violence Leave Policy update,NGA-13737,Normal,Pass,May/19/2025 - Jun/01/2025,Regression,AbsenceTracker,System,Config Wizards,Firefox,Medium,,DEV3,Mirtza Aguirre,22/05/2025,0,Paolo Calderon,,,Needs Review
Test Case,NGA-T12914,NGA-E11232,"District of Columbia Employment Protections for Victims of Domestic Violence, Sexual Offenses, and Stalking Amendment Act of 2018 Policy update",NGA-13737,Normal,Pass,May/19/2025 - Jun/01/2025,Regression,AbsenceTracker,System,Config Wizards,Firefox,Medium,,DEV3,Mirtza Aguirre,22/05/2025,0,Paolo Calderon,,,Needs Review
Test Case,NGA-T12915,NGA-E11233,Illinois VESSA Policy update,NGA-13737,Normal,Pass,May/19/2025 - Jun/01/2025,Regression,AbsenceTracker,System,Config Wizards,Firefox,Medium,,DEV3,Mirtza Aguirre,22/05/2025,0,Paolo Calderon,,,Needs Review
Test Case,NGA-T12916,NGA-E11234,Florida Victims Protection Policy update,NGA-13737,Normal,Pass,May/19/2025 - Jun/01/2025,Functional,AbsenceTracker,System,Config Wizards,Firefox,Medium,,DEV3,Mirtza Aguirre,22/05/2025,0,Paolo Calderon,,,Needs Review
Test Case,NGA-T12917,NGA-E11235,North Carolina Domestic Violence Leave Policy update,NGA-13737,Normal,Pass,May/19/2025 - Jun/01/2025,Functional,AbsenceTracker,System,Config Wizards,Firefox,Medium,,DEV3,Mirtza Aguirre,22/05/2025,0,Paolo Calderon,,,Needs Review
Test Case,NGA-T12919,NGA-E11336,"API-Communication cannot be resend by fax if the recipient is not defined, empty or invalid object.",NGA-12127,Normal,Pass,Jun/02/2025 - Jun/15/2025,Functional,AbsenceTracker,API,Smooth Operators,,High,,DEV2,Mirtza Aguirre,4/6/2025,0,Alejandro Ibanez,,,Needs Review
Test Case,NGA-T12920,NGA-E11337,"API-Communication cannot be resend by fax if recipient is not defined, but ccrecipient is defined.",NGA-12127,Normal,Not Executed,Jun/02/2025 - Jun/15/2025,Functional,AbsenceTracker,API,Smooth Operators,,High,,DEV2,Mirtza Aguirre,4/6/2025,0,Alejandro Ibanez,,,Needs Review
Test Case,NGA-T12920,NGA-E11401,"API-Communication cannot be resend by fax if recipient is not defined, but ccrecipient is defined.",NGA-12127,Normal,Pass,Jun/09/2025 - Jun/22/2025,Functional,AbsenceTracker,API,Smooth Operators,,High,,DEV2,Mirtza Aguirre,10/6/2025,0,Alejandro Ibanez,,,Needs Review
Test Case,NGA-T12921,NGA-E11402,API-Communication can be resend by fax if recipient is defined and ccrecipient is not defined or empty.,NGA-12127,Normal,Pass,Jun/09/2025 - Jun/22/2025,Functional,AbsenceTracker,API,Smooth Operators,,High,,DEV2,Mirtza Aguirre,10/6/2025,0,Alejandro Ibanez,,,Needs Review
Test Case,NGA-T12922,NGA-E11413,#NOMBRE?,NGA-12127,Normal,Pass,Jun/09/2025 - Jun/22/2025,Functional,AbsenceTracker,API,Smooth Operators,,High,,DEV2,Mirtza Aguirre,10/6/2025,0,Alejandro Ibanez,,,Needs Review
Test Case,NGA-T12923,NGA-E11338,API-Communication can be resend by sms when cellphone number is valid,NGA-12127,Normal,Pass,Jun/02/2025 - Jun/15/2025,Functional,AbsenceTracker,API,Smooth Operators,,High,,DEV2,Mirtza Aguirre,4/6/2025,0,Alejandro Ibanez,,,Needs Review
Test Case,NGA-T12923,NGA-E14961,API-Communication can be resend by sms when cellphone number is valid,NGA-12127,Normal,Pass,Dec/29/2025 - Jan/11/2026,Functional,AbsenceTracker,API,Smooth Operators,,High,Done,Prod-clone,,29/12/2025,0,Alejandro Ibanez,NGA-18231 - SMS Slow Performance in Portal for CVS,Platform_202601.0,Needs Review
Test Case,NGA-T12924,NGA-E11339,#NOMBRE?,NGA-12127,Normal,Not Executed,Jun/02/2025 - Jun/15/2025,Functional,AbsenceTracker,API,Smooth Operators,,High,,DEV2,Mirtza Aguirre,4/6/2025,0,Alejandro Ibanez,,,Needs Review
Test Case,NGA-T12924,NGA-E11414,#NOMBRE?,NGA-12127,Normal,Pass,Jun/09/2025 - Jun/22/2025,Functional,AbsenceTracker,API,Smooth Operators,,High,,DEV2,,10/6/2025,0,Alejandro Ibanez,,,Needs Review
Test Case,NGA-T12925,NGA-E11340,"API-Communication cannot be resend by sms if the recipient is not defined, empty or invalid object.",NGA-12127,Normal,Pass,Jun/02/2025 - Jun/15/2025,Functional,AbsenceTracker,API,Smooth Operators,,High,,DEV2,Mirtza Aguirre,4/6/2025,0,Alejandro Ibanez,,,Needs Review
Test Case,NGA-T12926,NGA-E11341,#NOMBRE?,NGA-12127,Normal,Not Executed,Jun/02/2025 - Jun/15/2025,Functional,AbsenceTracker,API,Smooth Operators,,High,,DEV2,,4/6/2025,0,Alejandro Ibanez,,,Needs Review
Test Case,NGA-T12926,NGA-E11415,#NOMBRE?,NGA-12127,Normal,Pass,Jun/09/2025 - Jun/22/2025,Functional,AbsenceTracker,API,Smooth Operators,,High,,DEV2,,10/6/2025,0,Alejandro Ibanez,,,Automation Planned
Test Case,NGA-T12927,NGA-E11416,#NOMBRE?,NGA-12127,Normal,Pass,Jun/09/2025 - Jun/22/2025,Functional,AbsenceTracker,API,Smooth Operators,,High,,DEV2,Paolo Calderon,10/6/2025,0,Alejandro Ibanez,,,Automation Not Planned
Test Case,NGA-T12928,NGA-E11342,#NOMBRE?,"NGA-12127,TST-768",Normal,Not Executed,Jun/02/2025 - Jun/15/2025,Functional,AbsenceTracker,API,Smooth Operators,,High,,DEV2,Paolo Calderon,4/6/2025,0,Alejandro Ibanez,,,Automation Not Planned
Test Case,NGA-T12928,NGA-E11417,#NOMBRE?,"NGA-12127,TST-768",Normal,Pass,Jun/09/2025 - Jun/22/2025,Functional,AbsenceTracker,API,Smooth Operators,,High,,DEV2,Robert Hardy,10/6/2025,0,Alejandro Ibanez,,,Needs Review
Test Case,NGA-T12936,NGA-E11238,API-Communication is successfully sent by email when all required fields are correct,NGA-13233,Normal,In Progress,May/19/2025 - Jun/01/2025,Regression,as.api,API,Smooth Operators,,Medium,,DEV2,Robert Hardy,23/05/2025,0,Mirtza Aguirre,,,Needs Review
Test Case,NGA-T12936,NGA-E11370,API-Communication is successfully sent by email when all required fields are correct,NGA-13233,Normal,Pass,Jun/02/2025 - Jun/15/2025,Regression,as.api,API,Smooth Operators,,Medium,,,Robert Hardy,6/6/2025,0,Mirtza Aguirre,,,Needs Review
Test Case,NGA-T12937,NGA-E11239,"API-Communication cannot be sent by email when template code is invalid, blank or cannot be found",NGA-13233,Normal,In Progress,May/19/2025 - Jun/01/2025,Regression,as.api,API,Smooth Operators,,Medium,,DEV2,Robert Hardy,23/05/2025,0,Mirtza Aguirre,,,Needs Review
Test Case,NGA-T12937,NGA-E11371,"API-Communication cannot be sent by email when template code is invalid, blank or cannot be found",NGA-13233,Normal,In Progress,Jun/02/2025 - Jun/15/2025,Regression,as.api,API,Smooth Operators,,Medium,,,Robert Hardy,6/6/2025,0,Mirtza Aguirre,,,Needs Review
Test Case,NGA-T12937,NGA-E11372,"API-Communication cannot be sent by email when template code is invalid, blank or cannot be found",NGA-13233,Normal,Pass,Jun/02/2025 - Jun/15/2025,Regression,as.api,API,Smooth Operators,,Medium,,,Robert Hardy,6/6/2025,0,Mirtza Aguirre,,,Needs Review
Test Case,NGA-T12938,NGA-E11240,"API-Communication cannot be sent by email when the case number is invalid, blank or cannot be found",NGA-13233,Normal,Pass,May/19/2025 - Jun/01/2025,Regression,as.api,API,Smooth Operators,,Medium,,DEV2,Rani Patha,23/05/2025,0,Mirtza Aguirre,,,Automation Not Planned
Test Case,NGA-T12939,NGA-E11241,API-Communication cannot be sent by email when Employer Reference Code is invalid,NGA-13233,Normal,Pass,May/19/2025 - Jun/01/2025,Regression,as.api,API,Smooth Operators,,Medium,,DEV2,Rani Patha,23/05/2025,0,Mirtza Aguirre,,,Automation Not Planned
Test Case,NGA-T12940,NGA-E11368,API-Communication cannot be sent by email when body communication is empty,NGA-13233,Normal,Pass,Jun/02/2025 - Jun/15/2025,Regression,as.api,API,Smooth Operators,,Medium,,,Rani Patha,6/6/2025,0,Mirtza Aguirre,,,Automation Not Planned
Test Case,NGA-T12941,NGA-E11243,API-Communication cannot be sent by email when the recipient email and CCrecipient are invalid or in blank,NGA-13233,Normal,In Progress,May/19/2025 - Jun/01/2025,Regression,as.api,API,Smooth Operators,,Medium,,DEV2,Rani Patha,23/05/2025,0,Mirtza Aguirre,,,Automation Not Planned
Test Case,NGA-T12941,NGA-E11373,API-Communication cannot be sent by email when the recipient email and CCrecipient are invalid or in blank,NGA-13233,Normal,Pass,Jun/02/2025 - Jun/15/2025,Regression,as.api,API,Smooth Operators,,Medium,,,Rani Patha,6/6/2025,0,Mirtza Aguirre,,,Automation Not Planned
Test Case,NGA-T12942,NGA-E11374,"API-Communication cannot be sent by email when there is CCrecipient email, but recipient is not defined or empty",NGA-13233,Normal,Pass,Jun/02/2025 - Jun/15/2025,Regression,as.api,API,Smooth Operators,,Medium,,,Rani Patha,6/6/2025,0,Mirtza Aguirre,,,Automation Not Planned
Test Case,NGA-T12943,NGA-E11375,API-Communication is successfully sent by email when recipient is defined and CCrecipient is not defined or empty,NGA-13233,Normal,Pass,Jun/02/2025 - Jun/15/2025,Regression,as.api,API,Smooth Operators,,Medium,,,Rani Patha,6/6/2025,0,Mirtza Aguirre,,,Automation Not Planned
Test Case,NGA-T12944,NGA-E11376,API-Communication is successfully sent by email when recipient and CCrecipient are defined,NGA-13233,Normal,Pass,Jun/02/2025 - Jun/15/2025,Regression,as.api,API,Smooth Operators,,Medium,,,Rani Patha,6/6/2025,0,Mirtza Aguirre,,,Automation Not Planned
Test Case,NGA-T12945,NGA-E11242,API-Communication send fails when the model body is empty,NGA-13233,Normal,In Progress,May/19/2025 - Jun/01/2025,Regression,as.api,API,Smooth Operators,,Medium,,DEV2,Rani Patha,23/05/2025,0,Mirtza Aguirre,,,Automation Not Planned
Test Case,NGA-T12945,NGA-E11377,API-Communication send fails when the model body is empty,NGA-13233,Normal,Pass,Jun/02/2025 - Jun/15/2025,Regression,as.api,API,Smooth Operators,,Medium,,,Maria Cancqui,6/6/2025,0,Mirtza Aguirre,,,Automated
Test Case,NGA-T12946,NGA-E11463,API-Communication can be sent by email just by roles with permission to send communications,NGA-13233,Normal,Pass,Jun/09/2025 - Jun/22/2025,Regression,as.api,API,Smooth Operators,,Medium,,DEV2,Maria Cancqui,12/6/2025,0,Mirtza Aguirre,,,Automation Planned
Test Case,NGA-T12947,NGA-E11464,API-Communication cannot be sent by email when user does not have the corresponding permissions,NGA-13233,Normal,Pass,Jun/09/2025 - Jun/22/2025,Regression,as.api,API,Smooth Operators,,Medium,,DEV2,Maria Cancqui,12/6/2025,0,Mirtza Aguirre,,,Automation Planned
Test Case,NGA-T12948,NGA-E11382,API-Communication cannot be sent when recipient or CCrecipient has more than 50 records,NGA-13233,Normal,Pass,Jun/02/2025 - Jun/15/2025,Regression,as.api,API,Smooth Operators,,Medium,,,Maria Cancqui,6/6/2025,0,Mirtza Aguirre,,,Automation Planned
Test Case,NGA-T12949,NGA-E11378,API-Communication created to send by email is saved as Draft when IsDraft boolean option is true,NGA-13233,Normal,Pass,Jun/02/2025 - Jun/15/2025,Regression,as.api,API,Smooth Operators,,Medium,,,Maria Cancqui,6/6/2025,0,Mirtza Aguirre,,,Automation Planned
Test Case,NGA-T12950,NGA-E11465,API-Communication is created as IsLogOnly when IsLogOnly boolean option is true,NGA-13233,Normal,Pass,Jun/09/2025 - Jun/22/2025,Regression,as.api,API,Smooth Operators,,Medium,,DEV2,Maria Cancqui,12/6/2025,0,Mirtza Aguirre,,,Automation Planned
Test Case,NGA-T12951,NGA-E11369,API-Communication is saved/sent as not confidential when IsPublic is true,NGA-13233,Normal,Pass,Jun/02/2025 - Jun/15/2025,Regression,as.api,API,Smooth Operators,,Medium,,,Rani Patha,6/6/2025,0,Mirtza Aguirre,,,Automation Not Planned
Test Case,NGA-T12953,NGA-E11261,Update CORE Policy: NY-STD New York Temporary Disability,NGA-13476,Normal,Pass,May/26/2025 - Jun/08/2025,Regression,AbsenceTracker,System,Config Wizards,,Medium,,DEV3,Rani Patha,27/05/2025,0,Christian Alba,,,Automation Not Planned
Test Case,NGA-T12954,NGA-E11244,Kansas Victims of Domestic Violence or Sexual Assault Updated,"NGA-14004,NGA-14005",Normal,Pass,May/19/2025 - Jun/01/2025,Regression,AbsenceTracker,System,Config Wizards,Firefox,Medium,,DEV3,Andrey Monteiro,23/05/2025,0,Alejandro Sardinas,,,Automation Not Planned
Test Case,NGA-T12955,NGA-E11245,Missouri VESSA Update,"NGA-14004,NGA-14005",Normal,Pass,May/19/2025 - Jun/01/2025,Regression,AbsenceTracker,System,Config Wizards,Firefox,Medium,,DEV3,Andrey Monteiro,23/05/2025,0,Alejandro Sardinas,,,Automation Not Planned
Test Case,NGA-T12956,NGA-E11246,Hawaii Victims Protection update,"NGA-14004,NGA-14005",Normal,Pass,May/19/2025 - Jun/01/2025,Regression,AbsenceTracker,System,Config Wizards,Firefox,Medium,,DEV3,Andrey Monteiro,23/05/2025,0,Alejandro Sardinas,,,Automation Not Planned
Test Case,NGA-T12957,NGA-E11247,Maine Employee Leave for Victims of Violence Update,"NGA-14004,NGA-14005",Normal,Pass,May/19/2025 - Jun/01/2025,Functional,AbsenceTracker,System,Config Wizards,Firefox,Medium,,DEV3,Andrey Monteiro,23/05/2025,0,Alejandro Sardinas,,,Automation Not Planned
Test Case,NGA-T12959,NGA-E11251,Custom fields with spl characters (.) and required shouldn't show red alert error right after clicking New Case.,"NGA-14337,NGA-14875",Happy Path,Pass,May/19/2025 - Jun/01/2025,Functional,AbsenceTracker,System,Just In Case,,Low,,DEV2,Andrey Monteiro,23/05/2025,0,Rani Patha,,,Automation Not Planned
Test Case,NGA-T12959,NGA-E11351,Custom fields with spl characters (.) and required shouldn't show red alert error right after clicking New Case.,"NGA-14337,NGA-14875",Happy Path,Pass,Jun/02/2025 - Jun/15/2025,Functional,AbsenceTracker,System,Just In Case,,Low,,DEV2,Andrey Monteiro,5/6/2025,0,Rani Patha,,,Automation Not Planned
Test Case,NGA-T12960,NGA-E11252,Custom fields with spl characters (.) and not required shouldn't show red alert error right after clicking New Case.,"NGA-14337,NGA-14875",Normal,Pass,May/19/2025 - Jun/01/2025,Functional,AbsenceTracker,System,Just In Case,,Low,,DEV2,Andrey Monteiro,23/05/2025,0,Rani Patha,,,Automation Not Planned
Test Case,NGA-T12960,NGA-E11352,Custom fields with spl characters (.) and not required shouldn't show red alert error right after clicking New Case.,"NGA-14337,NGA-14875",Normal,Pass,Jun/02/2025 - Jun/15/2025,Functional,AbsenceTracker,System,Just In Case,,Low,,DEV2,Andrey Monteiro,5/6/2025,0,Rani Patha,,,Automation Not Planned
Test Case,NGA-T12961,NGA-E11258,Custom fields without spl characters and required shouldn't show red alert error right after clicking New Case.,"NGA-14337,NGA-14875",Normal,Pass,May/19/2025 - Jun/01/2025,Functional,AbsenceTracker,System,Just In Case,,Low,,DEV2,Andrey Monteiro,23/05/2025,0,Rani Patha,,,Automation Not Planned
Test Case,NGA-T12961,NGA-E11353,Custom fields without spl characters and required shouldn't show red alert error right after clicking New Case.,"NGA-14337,NGA-14875",Normal,Pass,Jun/02/2025 - Jun/15/2025,Functional,AbsenceTracker,System,Just In Case,,Low,,DEV2,Andrey Monteiro,5/6/2025,0,Rani Patha,,,Automation Not Planned
Test Case,NGA-T12962,NGA-E11259,Custom fields without spl characters and not  required shouldn't show red alert error right after clicking New Case.,"NGA-14337,NGA-14875",Normal,Pass,May/19/2025 - Jun/01/2025,Functional,AbsenceTracker,System,Just In Case,,Low,,DEV2,Andrey Monteiro,23/05/2025,0,Rani Patha,,,Automation Not Planned
Test Case,NGA-T12962,NGA-E11354,Custom fields without spl characters and not  required shouldn't show red alert error right after clicking New Case.,"NGA-14337,NGA-14875",Normal,Pass,Jun/02/2025 - Jun/15/2025,Functional,AbsenceTracker,System,Just In Case,,Low,,DEV2,Alejandro Sardinas,5/6/2025,0,Rani Patha,,,Automation Not Planned
Test Case,NGA-T12963,NGA-E11236,Employee page - Update estimated payment through UI,NGA-14729,Normal,Pass,May/19/2025 - Jun/01/2025,Functional,AbsenceTracker,System,Absengers,,TBD,,,Alejandro Sardinas,22/05/2025,0,Maria Cancqui,,,Automation Not Planned
Test Case,NGA-T12964,NGA-E11262,Custom fields with spl characters and required shouldn't show red alert error right after clicking New Case.,"NGA-14337,NGA-14875",Normal,Pass,May/26/2025 - Jun/08/2025,Functional,AbsenceTracker,System,Just In Case,,Low,,DEV2,Alejandro Sardinas,27/05/2025,0,Rani Patha,,,Automation Not Planned
Test Case,NGA-T12964,NGA-E11355,Custom fields with spl characters and required shouldn't show red alert error right after clicking New Case.,"NGA-14337,NGA-14875",Normal,Pass,Jun/02/2025 - Jun/15/2025,Functional,AbsenceTracker,System,Just In Case,,Low,,DEV2,Andrey Monteiro,5/6/2025,0,Rani Patha,,,Automation Not Planned
Test Case,NGA-T12965,NGA-E11263,Custom fields with spl characters and non equired shouldn't show red alert error right after clicking New Case.,"NGA-14337,NGA-14875",Normal,Pass,May/26/2025 - Jun/08/2025,Functional,AbsenceTracker,System,Just In Case,,Low,,DEV2,Alejandro Sardinas,27/05/2025,0,Rani Patha,,,Automation Not Planned
Test Case,NGA-T12965,NGA-E11356,Custom fields with spl characters and non equired shouldn't show red alert error right after clicking New Case.,"NGA-14337,NGA-14875",Normal,Pass,Jun/02/2025 - Jun/15/2025,Functional,AbsenceTracker,System,Just In Case,,Low,,DEV2,Mirtza Aguirre,5/6/2025,0,Rani Patha,,,Needs Review
Test Case,NGA-T12966,NGA-E11237,Employee page - Update estimated payment through API,NGA-14729,Normal,Pass,May/19/2025 - Jun/01/2025,Functional,AbsenceTracker,System,Absengers,,TBD,,,Maria Cancqui,22/05/2025,0,Maria Cancqui,,,Automation Planned
Test Case,NGA-T12967,NGA-E11248,New Mexico Victims of Domestic Abuse Leave Updated,"NGA-14004,NGA-14005",Normal,Not Executed,May/19/2025 - Jun/01/2025,Regression,AbsenceTracker,System,Config Wizards,Firefox,Medium,,,Maria Cancqui,23/05/2025,0,Alejandro Sardinas,,,Automation Planned
Test Case,NGA-T12967,NGA-E11249,New Mexico Victims of Domestic Abuse Leave Updated,"NGA-14004,NGA-14005",Normal,Pass,May/19/2025 - Jun/01/2025,Regression,AbsenceTracker,System,Config Wizards,Firefox,Medium,,DEV3,Maria Cancqui,23/05/2025,0,Alejandro Sardinas,,,Automation Planned
Test Case,NGA-T12971,NGA-E11250,"Error ""The given key was not present in the dictionary"" when running payroll due to missing key in RegisterCaseActivityForEstimatedPaymentChanges",NGA-14686,Normal,Pass,May/19/2025 - Jun/01/2025,Regression,AbsenceTracker,System,Absengers,,TBD,,,Maria Cancqui,23/05/2025,0,Maria Cancqui,,,Automation Planned
Test Case,NGA-T12972,NGA-E11253,ATP: Payroll Calculations feature Off Permissions: Case Create: On- View Case: On,NGA-13540,Normal,Pass,May/19/2025 - Jun/01/2025,Regression,AbsenceTracker,System,Absengers,,Medium,,DEV4,Maria Cancqui,23/05/2025,0,Daniela Medina,,,Automation Planned
Test Case,NGA-T12973,NGA-E11254,ATP: Payroll Calculations feature On - Role Permissions: Case Create: On- View Case: On- Edit Payroll Calculations Data = Off - View Payroll Calculations Data = Off,NGA-13540,Normal,Pass,May/19/2025 - Jun/01/2025,Regression,AbsenceTracker,System,Absengers,,Medium,,DEV4,Andrey Monteiro,23/05/2025,0,,,,
Test Case,NGA-T12977,NGA-E11255,ATP: Payroll Calculations feature On - Role Permissions: Case Create: On- View Case: On- Edit Payroll Calculations Data = Off - View Payroll Calculations Data = On,NGA-13540,Normal,Pass,May/19/2025 - Jun/01/2025,Regression,AbsenceTracker,System,Absengers,,Medium,,DEV4,Andrey Monteiro,23/05/2025,0,,,,
Test Case,NGA-T12978,NGA-E11256,ATP: Payroll Calculations feature On - Role Permissions: Case Create: On- View Case: On- Edit Payroll Calculations Data = On - View Payroll Calculations Data = Off,NGA-13540,Normal,Pass,May/19/2025 - Jun/01/2025,Regression,AbsenceTracker,System,Absengers,,Medium,,DEV4,Wara Rojas,23/05/2025,0,,,,Automation Not Planned
Test Case,NGA-T12979,NGA-E11257,ATP: Payroll Calculations feature On - Role Permissions: Case Create: On- View Case: On- Edit Payroll Calculations Data = On - View Payroll Calculations Data = On,NGA-13540,Normal,Pass,May/19/2025 - Jun/01/2025,Regression,AbsenceTracker,System,Absengers,,Medium,,DEV4,Wara Rojas,23/05/2025,0,,,,Automation Not Planned
Test Case,NGA-T12981,NGA-E11260,"Verify the Release Notes on the Portal , ESS & Release Notes tab in Portal",NGA-14747,Happy Path,Pass,May/26/2025 - Jun/08/2025,Functional,AbsenceTracker,System,Just In Case,,TBD,,DEV2,Nicole Gagneux,27/05/2025,0,Rani Patha,,,Automated
Test Case,NGA-T12982,NGA-E11264,ATP-Create Case Order,NGA-14812,Normal,Pass,May/26/2025 - Jun/08/2025,Functional,AbsenceTracker,API,Absengers,,Medium,,DEV4,Wara Rojas,29/05/2025,0,,,,Automation Not Planned
Test Case,NGA-T12983,NGA-E11268,ATP- Case View Order,NGA-14812,Normal,Pass,May/26/2025 - Jun/08/2025,Regression,AbsenceTracker,System,Absengers,,Medium,,DEV4,Mirtza Aguirre,29/05/2025,0,,,,Needs Review
Test Case,NGA-T12984,NGA-E11267,ATP- Other Category Inclusion,NGA-14812,Normal,Pass,May/26/2025 - Jun/08/2025,Regression,AbsenceTracker,System,Absengers,,Medium,,DEV4,Mirtza Aguirre,29/05/2025,0,,,,Needs Review
Test Case,NGA-T12985,NGA-E11266,ATP – No Overlap In Sections,NGA-14812,Normal,Pass,May/26/2025 - Jun/08/2025,Regression,AbsenceTracker,System,Absengers,,Medium,,DEV4,Wara Rojas,29/05/2025,0,,,,Automation Not Planned
Test Case,NGA-T12986,NGA-E11265,ATP- Case Create/Edit without Wage Replacement feature,NGA-14812,Normal,Pass,May/26/2025 - Jun/08/2025,Regression,AbsenceTracker,System,Absengers,,Medium,,DEV4,Wara Rojas,29/05/2025,0,Daniela Medina,,,Automation Not Planned
